-----NEW TEST-------
frequency:    2.388900 Hz
start time    246103 ms
stop time     250289 ms
Sample Prd    2 ms
Number Cylces 10 
N_sample,fluidInVoltage,fluidOutVoltage,pressureCommanded,pressureError,pressure
662,250,0,442.77,52.77,390
663,250,0,438.80,42.80,396
664,250,0,434.68,39.68,395
665,250,0,430.44,33.44,397
666,250,0,426.08,27.08,399
667,225,0,421.59,22.59,399
668,139,0,416.98,13.98,403
669,122,0,412.27,12.27,400
670,64,0,407.44,6.44,401
671,0,4,402.50,-0.50,403
672,0,25,397.47,-2.53,400
673,0,76,392.34,-7.66,400
674,0,138,387.12,-13.88,401
675,0,201,381.81,-20.19,402
676,0,245,376.42,-24.58,401
677,0,250,370.96,-31.04,402
678,0,250,365.42,-35.58,401
679,0,250,359.81,-40.19,400
680,0,250,354.14,-39.86,394
681,0,250,348.42,-47.58,396
682,0,250,342.64,-52.36,395
683,0,250,336.82,-56.18,393
684,0,250,330.96,-55.04,386
685,0,250,325.06,-57.94,383
686,0,250,319.13,-62.87,382
687,0,250,313.17,-67.83,381
688,0,250,307.19,-72.81,380
689,0,250,301.20,-76.80,378
690,0,250,295.20,-81.80,377
691,0,250,289.20,-85.80,375
692,0,250,283.20,-90.80,374
693,0,250,277.20,-96.80,374
694,0,250,271.22,-98.78,370
695,0,250,265.25,-104.75,370
696,0,250,259.31,-106.69,366
697,0,250,253.40,-112.60,366
698,0,250,247.52,-116.48,364
699,0,250,241.68,-125.32,367
700,0,250,235.89,-124.11,360
701,0,250,230.14,-128.86,359
702,0,250,224.45,-132.55,357
703,0,250,218.82,-141.18,360
704,0,250,213.25,-140.75,354
705,0,250,207.76,-145.24,353
706,0,250,202.33,-150.67,353
707,0,250,196.99,-154.01,351
708,0,250,191.74,-159.26,351
709,0,250,186.57,-162.43,349
710,0,250,181.50,-166.50,348
711,0,250,176.52,-169.48,346
712,0,250,171.65,-175.35,347
713,0,250,166.89,-179.11,346
714,0,250,162.24,-181.76,344
715,0,250,157.70,-184.30,342
716,0,250,153.29,-186.71,340
717,0,250,149.00,-195.00,344
718,0,250,144.83,-195.17,340
719,0,250,140.80,-198.20,339
720,0,250,136.90,-203.10,340
721,0,250,133.15,-203.85,337
722,0,250,129.53,-210.47,340
723,0,250,126.06,-211.94,338
724,0,250,122.74,-213.26,336
725,0,250,119.57,-215.43,335
726,0,250,116.56,-215.44,332
727,0,250,113.70,-218.30,332
728,0,250,111.00,-218.00,329
729,0,250,108.47,-218.53,327
730,0,250,106.10,-224.90,331
731,0,250,103.89,-221.11,325
732,0,250,101.85,-221.15,323
733,0,250,99.99,-221.01,321
734,0,250,98.30,-222.70,321
735,0,250,96.78,-223.22,320
736,0,250,95.43,-223.57,319
737,0,250,94.26,-223.74,318
738,0,250,93.27,-224.73,318
739,0,250,92.46,-223.54,316
740,0,250,91.82,-223.18,315
741,0,250,91.37,-222.63,314
742,0,250,91.09,-224.91,316
743,0,250,91.00,-220.00,311
744,0,250,91.09,-218.91,310
745,0,250,91.35,-218.65,310
746,0,250,91.80,-219.20,311
747,0,250,92.42,-216.58,309
748,0,250,93.23,-214.77,308
749,0,250,94.21,-213.79,308
750,0,250,95.37,-211.63,307
751,0,250,96.70,-210.30,307
752,0,250,98.22,-208.78,307
753,0,250,99.90,-204.10,304
754,0,250,101.76,-204.24,306
755,0,250,103.78,-200.22,304
756,0,250,105.98,-193.02,299
757,0,250,108.34,-187.66,296
758,0,250,110.87,-186.13,297
759,0,250,113.56,-179.44,293
760,0,250,116.41,-182.59,299
761,0,250,119.42,-174.58,294
762,0,250,122.58,-174.42,297
763,0,250,125.89,-167.11,293
764,0,250,129.36,-162.64,292
765,0,250,132.96,-159.04,292
766,0,250,136.71,-153.29,290
767,0,250,140.60,-150.40,291
768,0,250,144.63,-141.37,286
769,0,250,148.78,-138.22,287
770,0,250,153.07,-134.93,288
771,0,250,157.48,-127.52,285
772,0,250,162.01,-123.99,286
773,0,250,166.65,-118.35,285
774,0,250,171.41,-114.59,286
775,0,250,176.28,-110.72,287
776,0,250,181.25,-103.75,285
777,0,250,186.31,-94.69,281
778,0,250,191.48,-92.52,284
779,0,250,196.73,-85.27,282
780,0,250,202.07,-81.93,284
781,0,250,207.48,-74.52,282
782,0,250,212.98,-65.02,278
783,0,250,218.54,-64.46,283
784,0,250,224.17,-54.83,279
785,0,250,229.85,-48.15,278
786,0,250,235.60,-46.40,282
787,0,250,241.39,-36.61,278
788,0,250,247.23,-32.77,280
789,0,250,253.11,-25.89,279
790,0,189,259.02,-18.98,278
791,0,110,264.96,-11.04,276
792,0,50,270.92,-5.08,276
793,19,0,276.90,1.90,275
794,68,0,282.90,6.90,276
795,118,0,288.90,11.90,277
796,169,0,294.90,16.90,278
797,239,0,300.90,23.90,277
798,250,0,306.89,28.89,278
799,250,0,312.87,37.87,275
800,250,0,318.83,35.83,283
801,250,0,324.76,45.76,279
802,250,0,330.66,49.66,281
803,250,0,336.53,52.53,284
804,250,0,342.35,58.35,284
805,250,0,348.13,62.13,286
806,250,0,353.86,64.86,289
807,250,0,359.53,68.53,291
808,250,0,365.14,73.14,292
809,250,0,370.68,76.68,294
810,250,0,376.15,82.15,294
811,250,0,381.54,83.54,298
