-----NEW TEST-------
frequency:    3.000000 Hz
start time    144172 ms
stop time     147505 ms
Sample Prd    2 ms
Number Cylces 10 
N_sample,fluidInVoltage,fluidOutVoltage,pressureCommanded,pressureError,pressure
539,0,250,166.63,-137.37,304
540,0,250,172.62,-126.38,299
541,0,250,178.78,-119.22,298
542,0,250,185.10,-116.90,302
543,0,250,191.57,-104.43,296
544,0,250,198.18,-97.82,296
545,0,250,204.93,-91.07,296
546,0,250,211.79,-84.21,296
547,0,250,218.77,-79.23,298
548,0,250,225.85,-64.15,290
549,0,250,233.03,-55.97,289
550,0,250,240.28,-49.72,290
551,0,250,247.61,-41.39,289
552,0,250,255.00,-32.00,287
553,0,250,262.44,-26.56,289
554,0,180,269.93,-18.07,288
555,0,95,277.44,-9.56,287
556,0,20,284.97,-2.03,287
557,95,0,292.51,9.51,283
558,150,0,300.05,15.05,285
559,225,0,307.57,22.57,285
560,240,0,315.07,24.07,291
561,250,0,322.54,35.54,287
562,250,0,329.96,44.96,285
563,250,0,337.33,52.33,285
564,250,0,344.63,55.63,289
565,250,0,351.85,52.85,299
566,250,0,358.99,67.99,291
567,250,0,366.03,71.03,295
568,250,0,372.97,76.97,296
569,250,0,379.79,77.79,302
570,250,0,386.48,84.48,302
571,250,0,393.03,96.03,297
572,250,0,399.45,93.45,306
573,250,0,405.70,96.70,309
574,250,0,411.80,104.80,307
575,250,0,417.72,108.72,309
576,250,0,423.46,111.46,312
577,250,0,429.02,118.02,311
578,250,0,434.37,121.37,313
579,250,0,439.53,123.53,316
580,250,0,444.47,124.47,320
581,250,0,449.20,131.20,318
582,250,0,453.70,133.70,320
583,250,0,457.97,136.97,321
584,250,0,462.00,140.00,322
585,250,0,465.79,139.79,326
586,250,0,469.33,144.33,325
587,250,0,472.61,139.61,333
588,250,0,475.64,141.64,334
589,250,0,478.41,140.41,338
590,250,0,480.91,145.91,335
591,250,0,483.14,146.14,337
592,250,0,485.09,147.09,338
593,250,0,486.77,145.77,341
594,250,0,488.18,148.18,340
595,250,0,489.30,148.30,341
596,250,0,490.14,146.14,344
597,250,0,490.70,148.70,342
598,250,0,490.97,146.97,344
599,250,0,490.96,145.96,345
600,250,0,490.66,141.66,349
601,250,0,490.09,141.09,349
602,250,0,489.22,141.22,348
603,250,0,488.08,137.08,351
604,250,0,486.66,136.66,350
605,250,0,484.96,131.96,353
606,250,0,482.98,130.98,352
607,250,0,480.73,123.73,357
608,250,0,478.21,121.21,357
609,250,0,475.42,117.42,358
610,250,0,472.37,115.37,357
611,250,0,469.07,104.07,365
612,250,0,465.51,102.51,363
613,250,0,461.70,94.70,367
614,250,0,457.65,93.65,364
615,250,0,453.37,85.37,368
616,250,0,448.85,79.85,369
617,250,0,444.11,74.11,370
618,250,0,439.15,68.15,371
619,250,0,433.98,61.98,372
620,250,0,428.61,55.61,373
621,250,0,423.04,46.04,377
622,250,0,417.28,42.28,375
623,250,0,411.35,36.35,375
624,250,0,405.24,26.24,379
625,209,0,398.97,20.97,378
626,115,0,392.55,11.55,381
627,29,0,385.98,2.98,383
628,0,17,379.28,-1.72,381
629,0,125,372.45,-12.55,385
630,0,174,365.51,-17.49,383
631,0,225,358.46,-22.54,381
632,0,250,351.31,-31.69,383
633,0,250,344.08,-37.92,382
634,0,250,336.78,-47.22,384
635,0,250,329.41,-54.59,384
636,0,250,321.98,-56.02,378
